"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
38,"1","2023-12-28T21:43:40.304830Z",38,"/data/upload/2/efb733d7-WIN_20231227_09_55_50_Procropped_600px.png","[{""x"":58.353510895883765,""y"":73.84987893462471,""width"":14.769975786924933,""height"":15.980629539951552,""rotation"":0,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":29.192857656847725,""y"":69.55003961375674,""width"":16.19176195660202,""height"":16.22838295876953,""rotation"":317.5918667052356,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":71.05394414985717,""y"":65.82086463241325,""width"":14.49666712705466,""height"":18.159806295399623,""rotation"":324.6375381129312,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":22.98020225039157,""y"":69.63509471585256,""width"":14.527845036319595,""height"":19.46731234866828,""rotation"":8.797410709989776,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",65.943,"2023-12-28T21:43:40.304830Z"
39,"1","2023-12-28T21:45:37.996155Z",39,"/data/upload/2/92c0b7e3-WIN_20231227_09_56_03_Procropped_600px.png","[{""x"":4.044441662636907,""y"":13.566326650061871,""width"":19.61259079903146,""height"":17.675544794188944,""rotation"":354.5272883287512,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",96.445,"2023-12-28T21:45:37.996155Z"
40,"1","2023-12-28T21:47:19.334095Z",40,"/data/upload/2/9f949eb9-WIN_20231227_09_56_09_Procropped_600px.png","[{""x"":39.57260339403332,""y"":59.98493873841066,""width"":14.04358353510895,""height"":17.799611689869373,""rotation"":20.63754698468739,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",99.857,"2023-12-28T21:47:19.334095Z"
41,"1","2023-12-28T21:48:58.136139Z",41,"/data/upload/2/a0b483c5-WIN_20231227_09_56_13_Procropped_600px.png","[{""x"":28.449462377310013,""y"":69.5280362659355,""width"":18.750281833221287,""height"":18.05727608321693,""rotation"":68.40468955103194,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":34.2155895304962,""y"":68.85970792424251,""width"":15.254237288135538,""height"":17.67554479418887,""rotation"":9.296934322877519,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":55.20581113801452,""y"":71.18644067796613,""width"":13.80145278450362,""height"":17.917675544794175,""rotation"":0,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":79.65015226678615,""y"":64.96119030067864,""width"":17.537333471636682,""height"":16.073070259124687,""rotation"":35.882137246204195,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600}]",96.114,"2023-12-28T21:48:58.136139Z"
42,"1","2023-12-28T21:52:07.357980Z",42,"/data/upload/2/46386aa9-WIN_20231227_09_56_19_Procropped_600px.png","[{""x"":9.270682950875967,""y"":61.365883679194155,""width"":14.955853226301025,""height"":18.347839130109467,""rotation"":15.620126068231514,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":25.962249533426863,""y"":67.83266293366142,""width"":14.545120509483182,""height"":18.46923765616025,""rotation"":15.350136492423587,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":60.01937760914977,""y"":75.54537945284794,""width"":14.640317427270496,""height"":16.94915254237291,""rotation"":336.88579201667375,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":79.66101694915254,""y"":66.58595641646488,""width"":19.128329297820763,""height"":19.128329297820684,""rotation"":0,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600}]",187.582,"2023-12-28T21:52:07.357980Z"
43,"1","2023-12-28T21:54:06.669854Z",43,"/data/upload/2/c86523bc-WIN_20231227_09_56_25_Procropped_600px.png","[{""x"":83.75701339997119,""y"":15.390790921082505,""width"":16.28494843530954,""height"":17.675544794189022,""rotation"":48.55343786295617,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":19.8926601976738,""y"":73.0814067915202,""width"":17.01750801360353,""height"":17.762088946924216,""rotation"":332.78575385267067,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",56.666,"2023-12-28T21:54:06.669854Z"
44,"1","2023-12-28T21:54:48.194732Z",44,"/data/upload/2/06b81e2b-WIN_20231227_09_56_38_Procropped_600px.png","[{""x"":19.471593645447662,""y"":75.68761633965475,""width"":17.126085676752556,""height"":17.191283292978248,""rotation"":336.3870488111863,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":72.3582272939827,""y"":65.82935309221028,""width"":17.044506854880257,""height"":18.401937046004928,""rotation"":24.623564786162717,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",40.167,"2023-12-28T21:54:48.194732Z"
45,"1","2023-12-28T21:57:17.508930Z",45,"/data/upload/2/bbe29e3c-WIN_20231227_09_56_45_Procropped_600px.png","[{""x"":16.18370508276377,""y"":55.6879731445924,""width"":14.78013607706798,""height"":17.95659932739079,""rotation"":18.528883358511962,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":49.775313741088986,""y"":67.43129057042925,""width"":15.47358819664762,""height"":17.218612083980602,""rotation"":32.592581472598056,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":72.79033585246016,""y"":56.29528115461966,""width"":16.03385298727459,""height"":18.37067769954719,""rotation"":340.91714590869736,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":77.73601024008303,""y"":72.14040690547296,""width"":16.530814072639053,""height"":14.28990613930376,""rotation"":6.225829064424261,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",147.477,"2023-12-28T21:57:17.508930Z"
46,"1","2023-12-28T21:58:18.649274Z",46,"/data/upload/2/b61203fe-WIN_20231227_09_56_56_Procropped_600px.png","[{""x"":39.61197081324166,""y"":66.1203233964738,""width"":16.01179344033602,""height"":18.320005723856955,""rotation"":25.682599343658694,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",59.975,"2023-12-28T21:58:18.649274Z"
47,"1","2023-12-28T21:58:44.644814Z",47,"/data/upload/2/52d7e949-WIN_20231227_09_57_01_Procropped_600px.png","[{""x"":57.38556488695252,""y"":68.21433512660268,""width"":17.37497547579109,""height"":16.489023811941713,""rotation"":32.24669974542343,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",22.521,"2023-12-28T21:58:44.644814Z"
48,"1","2023-12-28T22:01:07.764045Z",48,"/data/upload/2/72ea30cd-WIN_20231227_09_57_06_Procropped_600px.png","[{""x"":23.13406114305561,""y"":60.82491136709167,""width"":16.947025918920637,""height"":16.22276029055697,""rotation"":322.6333305872324,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":41.868089960191526,""y"":80.10957257268072,""width"":17.433414043583486,""height"":15.872365222782433,""rotation"":314.3312080470323,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":16.913467507871488,""y"":76.45521563098515,""width"":16.790970883244995,""height"":16.40639304130308,""rotation"":316.2710650601695,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600}]",137.402,"2023-12-28T22:01:07.764045Z"
49,"1","2023-12-28T22:03:20.868476Z",49,"/data/upload/2/5b00d94d-WIN_20231227_09_57_13_Procropped_600px.png","[{""x"":54.218084218609086,""y"":56.15375695214271,""width"":14.825510429434955,""height"":14.975248091909494,""rotation"":329.4702941000664,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":15.439327671279182,""y"":72.12800638490604,""width"":16.558654047563753,""height"":16.9170085609535,""rotation"":344.6167030331189,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":37.53208095981992,""y"":56.861753652613686,""width"":14.315713163391097,""height"":16.2227602905569,""rotation"":9.517949160947921,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":56.068746335369234,""y"":72.64796879778122,""width"":14.245772081616087,""height"":17.210852462601295,""rotation"":345.3791260113694,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",130.349,"2023-12-28T22:03:20.868476Z"
50,"1","2023-12-28T22:04:54.294352Z",50,"/data/upload/2/a03cbd4e-WIN_20231227_09_57_23_Procropped_600px.png","[{""x"":39.355585674129344,""y"":58.10640040210504,""width"":14.527845036319626,""height"":16.463689066470604,""rotation"":4.037710620976213,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":20.436400764754154,""y"":52.73869952059309,""width"":15.454795732944701,""height"":16.650940610720518,""rotation"":340.40404817168974,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":5.811138014527838,""y"":65.13317191283289,""width"":17.67554479418884,""height"":18.15980629539956,""rotation"":0,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":46.708186660366685,""y"":74.0332770355874,""width"":14.043583535108947,""height"":17.698332242000184,""rotation"":350.3112134396337,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":74.09200968523004,""y"":67.31234866828085,""width"":16.46489104116224,""height"":17.917675544794164,""rotation"":0,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",90.787,"2023-12-28T22:04:54.294352Z"
51,"1","2023-12-28T22:08:24.687051Z",51,"/data/upload/2/72ede4d2-WIN_20231227_09_57_34_Procropped_600px.png","[{""x"":63.39888613476378,""y"":13.925651308361028,""width"":16.464891041162208,""height"":15.980629539951607,""rotation"":34.70501988320302,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":55.59240542329296,""y"":53.72808388180472,""width"":14.639070750368283,""height"":16.707021791767655,""rotation"":39.74140597680997,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":69.7673087332263,""y"":57.02772792679461,""width"":16.561028835799796,""height"":14.80345831660133,""rotation"":41.155864423707555,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":76.25801649282539,""y"":70.35549725106277,""width"":17.0594258779372,""height"":14.52784503631964,""rotation"":31.239214888207528,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":43.96100563539799,""y"":45.01837939155378,""width"":14.043583535108912,""height"":16.44045480691704,""rotation"":44.4743653935418,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":26.71184813723325,""y"":73.19679045318085,""width"":15.738498789346266,""height"":16.949152542372946,""rotation"":349.8084981499725,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":20.506278436543894,""y"":37.595708622461196,""width"":16.92141429279061,""height"":15.738498789346309,""rotation"":327.859993497568,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":18.411870319007743,""y"":58.04786972279491,""width"":16.222760290556927,""height"":17.031116191317082,""rotation"":7.247268893486762,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":10.078071149677406,""y"":40.807726876740475,""width"":17.67554479418879,""height"":17.091685721725884,""rotation"":19.17799764225191,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":13.00300809782708,""y"":72.29883468141304,""width"":15.012106537530261,""height"":15.980629539951602,""rotation"":13.706961004077868,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":46.47583772423215,""y"":71.21788755443666,""width"":15.496368038740904,""height"":16.949152542372907,""rotation"":11.956584243148427,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":62.533032743281105,""y"":35.62628592788904,""width"":15.496368038740908,""height"":15.045100669674547,""rotation"":14.293558113046913,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600}]",207.196,"2023-12-28T22:08:24.687051Z"
52,"1","2023-12-28T22:09:20.418021Z",52,"/data/upload/2/0cdb0535-WIN_20231227_09_59_26_Procropped_600px.png","[{""x"":24.240872325676097,""y"":40.58052732378445,""width"":16.361481665201122,""height"":17.706253737083003,""rotation"":13.410510060749118,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",27.287,"2023-12-28T22:09:20.418021Z"
53,"1","2023-12-28T22:09:39.202520Z",53,"/data/upload/2/5be0c58f-WIN_20231227_09_59_36_Procropped_600px.png","[{""x"":48.18401937046005,""y"":46.246973365617436,""width"":14.043583535108965,""height"":16.949152542372886,""rotation"":0,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",8.794,"2023-12-28T22:09:39.202520Z"
54,"1","2023-12-28T22:11:08.772871Z",54,"/data/upload/2/68688d7f-WIN_20231227_09_59_45_Procropped_600px.png","[{""x"":69.7150521167134,""y"":55.097198755806076,""width"":16.51208523997778,""height"":15.541609473988686,""rotation"":55.213606980808095,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":13.850497551052888,""y"":74.56948959429634,""width"":17.026039589545693,""height"":17.125346883430993,""rotation"":336.6444351407149,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":77.23970944309926,""y"":69.73365617433413,""width"":17.91767554479417,""height"":18.159806295399516,""rotation"":0,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",87.575,"2023-12-28T22:11:08.772871Z"
55,"1","2023-12-28T22:12:22.348753Z",55,"/data/upload/2/11ea600d-WIN_20231227_09_59_52_Procropped_600px.png","[{""x"":71.91283292978208,""y"":36.803874092009686,""width"":18.644067796610173,""height"":16.464891041162225,""rotation"":0,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":70.74601329904453,""y"":52.34169911969681,""width"":16.467352741263632,""height"":15.738498789346266,""rotation"":49.960410687562046,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":34.14043583535109,""y"":68.52300242130745,""width"":15.254237288135583,""height"":17.675544794188784,""rotation"":0,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",72.005,"2023-12-28T22:12:22.348753Z"
56,"1","2023-12-28T22:13:28.045109Z",56,"/data/upload/2/7203a3ff-WIN_20231227_09_59_57_Procropped_600px.png","[{""x"":50.41962337462855,""y"":39.00332727637826,""width"":14.285714285714255,""height"":16.92859630652229,""rotation"":346.3367706598721,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":15.562937699315949,""y"":50.53876974351411,""width"":17.91767554479417,""height"":15.980629539951599,""rotation"":353.042229253735,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":74.84061632886578,""y"":58.96433497847594,""width"":17.264691209645317,""height"":16.022896820168363,""rotation"":42.364815417548016,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",54.331,"2023-12-28T22:13:28.045109Z"
57,"1","2023-12-28T22:15:05.960050Z",57,"/data/upload/2/76a995ca-WIN_20231227_10_00_06_Procropped_600px.png","[{""x"":8.872324449749756,""y"":59.163376536506426,""width"":15.980629539951547,""height"":18.15980629539948,""rotation"":13.469778229563303,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":21.010236915997606,""y"":68.85483610398902,""width"":15.496368038740908,""height"":17.43341404358352,""rotation"":11.434815904006825,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":33.135051410155,""y"":54.307014591500405,""width"":16.464891041162222,""height"":15.73849878934632,""rotation"":336.4546336160481,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":53.34698013590344,""y"":63.235247188387135,""width"":17.42451458411755,""height"":17.675544794188962,""rotation"":49.3633702092842,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":68.03874092009686,""y"":59.32203389830508,""width"":17.43341404358354,""height"":17.917675544794193,""rotation"":0,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",90.572,"2023-12-28T22:15:05.960050Z"
58,"1","2023-12-28T22:17:04.462983Z",58,"/data/upload/2/7170e2b9-WIN_20231227_10_00_13_Procropped_600px.png","[{""x"":70.8516321416239,""y"":47.94943509012664,""width"":15.378650552489395,""height"":17.19128329297822,""rotation"":320.3096347434541,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":57.23737280987395,""y"":63.78161214296657,""width"":15.012106537530236,""height"":18.159806295399513,""rotation"":11.888658039626648,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":36.15794141536555,""y"":48.17038842747221,""width"":15.199119568592344,""height"":17.542828378368526,""rotation"":19.276098853467374,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":29.13816475388992,""y"":67.0494463831411,""width"":18.80815242849008,""height"":14.811518855993771,""rotation"":135,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":26.368194706903353,""y"":67.63802581127098,""width"":14.527845036319581,""height"":18.30904259033614,""rotation"":22.671343621980043,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600}]",105.682,"2023-12-28T22:17:04.462983Z"
59,"1","2023-12-28T22:18:45.800887Z",59,"/data/upload/2/6d6b7eb2-WIN_20231227_10_00_19_Procropped_600px.png","[{""x"":77.3680559735412,""y"":36.480526078813774,""width"":16.22276029055686,""height"":15.497791577545511,""rotation"":33.72458851616892,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":60.88801201435581,""y"":67.94526339681518,""width"":15.961221958617507,""height"":16.469639891500524,""rotation"":27.499138731046457,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":38.940959375546676,""y"":68.80057695920993,""width"":16.464891041162225,""height"":16.222760290556934,""rotation"":340.6651914621747,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":20.74886651034195,""y"":73.73061203027548,""width"":17.709465529429746,""height"":15.79330079460213,""rotation"":318.6522227803065,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":10.411622276029064,""y"":71.186440677966,""width"":14.04358353510895,""height"":17.917675544794218,""rotation"":0,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",95.786,"2023-12-28T22:18:45.800887Z"
60,"1","2023-12-28T22:20:17.891861Z",60,"/data/upload/2/33c96212-WIN_20231227_10_02_32_Procropped_600px.png","[{""x"":72.83388237617989,""y"":40.80522867217438,""width"":16.949152542372865,""height"":16.707021791767534,""rotation"":6.009005957493457,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":28.847201229523233,""y"":49.858823231705465,""width"":15.254237288135556,""height"":18.227695836941894,""rotation"":12.52880770914976,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":69.48122643338449,""y"":69.95796562481273,""width"":14.396105549498245,""height"":20.43351987767517,""rotation"":340.6836471804967,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":25.228501065105096,""y"":72.35741090233134,""width"":16.310845924282262,""height"":17.191283292978103,""rotation"":353.9909940425069,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",82.241,"2023-12-28T22:20:17.891861Z"
61,"1","2023-12-28T22:21:13.943537Z",61,"/data/upload/2/e7529adf-WIN_20231227_10_02_39_Procropped_600px.png","[{""x"":51.91282553759818,""y"":66.06811727817497,""width"":16.26575327007105,""height"":17.447166860007197,""rotation"":24.325575239124703,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":62.28904869458035,""y"":64.81463630072594,""width"":14.689374606620795,""height"":18.099695894569717,""rotation"":341.56505117707866,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",52.655,"2023-12-28T22:21:13.943537Z"
62,"1","2023-12-28T22:22:21.105865Z",62,"/data/upload/2/43a454bc-WIN_20231227_10_02_44_Procropped_600px.png","[{""x"":47.06724904914702,""y"":63.18056212452551,""width"":15.340337709936017,""height"":18.035052518140258,""rotation"":16.093889632368246,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":16.56376494428149,""y"":63.02037610355825,""width"":15.07032552501824,""height"":18.8448653190051,""rotation"":32.33018573505012,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",47.305,"2023-12-28T22:22:21.106864Z"
63,"1","2023-12-28T22:23:27.867895Z",63,"/data/upload/2/15e3d387-WIN_20231227_10_02_51_Procropped_600px.png","[{""x"":77.92860838857831,""y"":54.254150408258305,""width"":18.221488276419358,""height"":15.012106537530329,""rotation"":44.32892083965464,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":54.37848164517396,""y"":58.24723143700545,""width"":16.94915254237286,""height"":15.980629539951671,""rotation"":24.17405257869808,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":24.783430046287037,""y"":44.90921424166959,""width"":14.704684778658631,""height"":16.760000190048665,""rotation"":33.690067525978634,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":27.36077481840193,""y"":70.46004842615004,""width"":15.980629539951593,""height"":17.433414043583525,""rotation"":0,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",64.568,"2023-12-28T22:23:27.867895Z"
64,"1","2023-12-28T22:24:47.266170Z",64,"/data/upload/2/7c7f91f8-WIN_20231227_10_02_57_Procropped_600px.png","[{""x"":48.90491050467515,""y"":61.223896280509585,""width"":14.043583535108938,""height"":16.949152542372943,""rotation"":17.650124219928955,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":80.62953995157388,""y"":39.22518159806296,""width"":18.159806295399505,""height"":16.70702179176759,""rotation"":0,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":14.236785062746518,""y"":34.63225977992539,""width"":15.496368038740908,""height"":16.935826600842038,""rotation"":35.821920999837005,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":26.519786962148505,""y"":53.35484734395306,""width"":13.31891003422298,""height"":17.67380320784424,""rotation"":37.073073317310104,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",77.055,"2023-12-28T22:24:47.266170Z"
65,"1","2023-12-28T22:26:04.788021Z",65,"/data/upload/2/8b06a7b5-WIN_20231227_10_03_04_Procropped_600px.png","[{""x"":11.270472805115231,""y"":66.99590236942652,""width"":17.917675544794175,""height"":15.738498789346306,""rotation"":329.0063792025833,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":39.24924600096292,""y"":47.10696760579649,""width"":15.73849878934622,""height"":16.94915254237291,""rotation"":10.750966993186182,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":75.13243716740038,""y"":56.939808721576235,""width"":17.11221683245352,""height"":17.74143992616145,""rotation"":15.66816042175202,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":59.97931142030982,""y"":67.46285401690905,""width"":16.494243155378378,""height"":16.91899697566141,""rotation"":15.767182542475041,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",73.144,"2023-12-28T22:26:04.788021Z"
66,"1","2023-12-28T22:27:46.619942Z",66,"/data/upload/2/c5143bdd-WIN_20231227_10_03_10_Procropped_600px.png","[{""x"":76.52673877878816,""y"":39.119596937634995,""width"":16.70702179176754,""height"":16.464891041162286,""rotation"":44.89233726015141,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":55.61022417146191,""y"":43.590346951428984,""width"":15.113215655988272,""height"":16.67951810042183,""rotation"":41.15661276012281,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":34.74484259178014,""y"":58.996491371046424,""width"":14.769975786924904,""height"":18.115821656495083,""rotation"":49.83953734122929,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":43.55347270957159,""y"":64.16489436566506,""width"":15.49636803874088,""height"":18.251890336334505,""rotation"":7.125016348900601,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",89.249,"2023-12-28T22:27:46.619942Z"
67,"1","2023-12-28T22:29:31.573224Z",67,"/data/upload/2/23faf931-WIN_20231227_10_03_18_Procropped_600px.png","[{""x"":10.895883777239701,""y"":39.95157384987897,""width"":18.64406779661016,""height"":16.70702179176753,""rotation"":0,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":80.62953995157379,""y"":64.40677966101693,""width"":16.707021791767556,""height"":17.675544794188887,""rotation"":0,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":66.5859564164647,""y"":67.55447941888617,""width"":15.738498789346236,""height"":17.191283292978195,""rotation"":0,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":59.17501888110408,""y"":54.93375301444817,""width"":15.738498789346211,""height"":16.899585572533034,""rotation"":341.36541512255457,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":54.69046166553658,""y"":66.08028113814468,""width"":16.881750774197847,""height"":17.67554479418893,""rotation"":37.905250832387765,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":22.889030083522304,""y"":67.20273161707698,""width"":14.842898731067239,""height"":17.877889432788873,""rotation"":11.164880177548184,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",141.182,"2023-12-28T22:30:10.546854Z"
68,"1","2023-12-28T22:31:38.630075Z",68,"/data/upload/2/e1a41346-WIN_20231227_10_03_32_Procropped_600px.png","[{""x"":70.55625263916592,""y"":35.553778205268806,""width"":17.43341404358354,""height"":17.613490333028093,""rotation"":351.77327753589253,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":66.43186148464437,""y"":51.209669574389906,""width"":16.63628653886037,""height"":15.678637289110572,""rotation"":52.00126755749426,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":41.895223995099315,""y"":32.02831863715371,""width"":14.121533341577324,""height"":15.84193770480597,""rotation"":37.82432420655107,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":39.11419429222813,""y"":55.40693650845693,""width"":13.929537577467102,""height"":16.70969004471771,""rotation"":17.354024636259965,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":47.8599522230265,""y"":67.80557417253164,""width"":15.496368038740904,""height"":18.065795045811036,""rotation"":9.893920669735053,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600}]",85.751,"2023-12-28T22:31:38.630075Z"
